"gene_id"	"brief.description"
"8146"	"FBgn0036757"	""
"8147"	"FBgn0036759"	""
"8148"	"FBgn0036760"	""
"8149"	"FBgn0036761"	""
"8150"	"FBgn0036762"	""
"8151"	"FBgn0036763"	""
"8152"	"FBgn0036764"	""
"8153"	"FBgn0036765"	""
"8154"	"FBgn0036766"	""
"8155"	"FBgn0036767"	""
"8156"	"FBgn0036768"	""
"8157"	"FBgn0036769"	""
"8158"	"FBgn0036770"	""
"8159"	"FBgn0036771"	""
"8160"	"FBgn0036772"	""
"8161"	"FBgn0036773"	""
"8162"	"FBgn0036774"	""
"8163"	"FBgn0036775"	""
"8164"	"FBgn0036777"	""
"8165"	"FBgn0036778"	""
"8166"	"FBgn0036780"	""
"8167"	"FBgn0036781"	""
"8168"	"FBgn0036782"	""
"8169"	"FBgn0036783"	""
"8170"	"FBgn0036784"	""
"8171"	"FBgn0036785"	""
"8172"	"FBgn0036786"	""
"8173"	"FBgn0036787"	""
"8174"	"FBgn0036789"	""
"8175"	"FBgn0036790"	""
"8176"	"FBgn0036791"	""
"8177"	"FBgn0036793"	""
"8178"	"FBgn0036795"	""
"8179"	"FBgn0036796"	""
"8180"	"FBgn0036799"	""
"8181"	"FBgn0036801"	""
"8182"	"FBgn0036804"	""
"8183"	"FBgn0036805"	""
"8184"	"FBgn0036806"	""
"8185"	"FBgn0036807"	""
"8186"	"FBgn0036808"	""
"8187"	"FBgn0036809"	""
"8188"	"FBgn0036810"	""
"8189"	"FBgn0036811"	""
"8190"	"FBgn0036812"	""
"8191"	"FBgn0036813"	""
"8192"	"FBgn0036814"	""
"8193"	"FBgn0036815"	""
"8194"	"FBgn0036816"	""
"8195"	"FBgn0036817"	""
"8196"	"FBgn0036818"	""
"8197"	"FBgn0036819"	""
"8198"	"FBgn0036820"	""
"8199"	"FBgn0036821"	""
"8200"	"FBgn0036822"	""
"8201"	"FBgn0036824"	""
"8202"	"FBgn0036825"	""
"8203"	"FBgn0036826"	""
"8204"	"FBgn0036827"	""
"8205"	"FBgn0036828"	""
"8206"	"FBgn0036829"	""
"8207"	"FBgn0036830"	""
"8208"	"FBgn0036831"	""
"8209"	"FBgn0036832"	""
"8210"	"FBgn0036833"	""
"8211"	"FBgn0036834"	""
"8212"	"FBgn0036835"	""
"8213"	"FBgn0036836"	""
"8214"	"FBgn0036837"	""
"8215"	"FBgn0036838"	""
"8216"	"FBgn0036839"	""
"8217"	"FBgn0036842"	""
"8218"	"FBgn0036843"	""
"8219"	"FBgn0036844"	""
"8220"	"FBgn0036846"	""
"8221"	"FBgn0036847"	""
"8222"	"FBgn0036848"	""
"8223"	"FBgn0036849"	""
"8224"	"FBgn0036850"	""
"8225"	"FBgn0036851"	""
"8226"	"FBgn0036853"	""
"8227"	"FBgn0036856"	""
"8228"	"FBgn0036857"	""
"8229"	"FBgn0036858"	""
"8230"	"FBgn0036859"	""
"8231"	"FBgn0036860"	""
"8232"	"FBgn0036861"	""
"8233"	"FBgn0036862"	""
"8234"	"FBgn0036868"	""
"8235"	"FBgn0036870"	""
"8236"	"FBgn0036871"	""
"8237"	"FBgn0036872"	""
"8238"	"FBgn0036873"	""
"8239"	"FBgn0036874"	""
"8240"	"FBgn0036875"	""
"8241"	"FBgn0036876"	""
"8242"	"FBgn0036877"	""
"8243"	"FBgn0036878"	""
"8244"	"FBgn0036879"	""
"8245"	"FBgn0036880"	""
"8246"	"FBgn0036881"	""
"8247"	"FBgn0036882"	""
"8248"	"FBgn0036886"	""
"8249"	"FBgn0036887"	""
"8250"	"FBgn0036888"	""
"8251"	"FBgn0036889"	""
"8252"	"FBgn0036890"	""
"8253"	"FBgn0036891"	""
"8254"	"FBgn0036892"	""
"8255"	"FBgn0036893"	""
"8256"	"FBgn0036895"	""
"8257"	"FBgn0036896"	""
"8258"	"FBgn0036897"	""
"8259"	"FBgn0036899"	""
"8260"	"FBgn0036900"	""
"8261"	"FBgn0036905"	""
"8262"	"FBgn0036906"	""
"8263"	"FBgn0036908"	""
"8264"	"FBgn0036909"	""
"8265"	"FBgn0036910"	""
"8266"	"FBgn0036911"	""
"8267"	"FBgn0036913"	""
"8268"	"FBgn0036915"	""
"8269"	"FBgn0036916"	""
"8270"	"FBgn0036918"	""
"8271"	"FBgn0036919"	""
"8272"	"FBgn0036920"	""
"8273"	"FBgn0036921"	""
"8274"	"FBgn0036922"	""
"8275"	"FBgn0036923"	""
"8276"	"FBgn0036924"	""
"8277"	"FBgn0036925"	""
"8278"	"FBgn0036926"	""
"8279"	"FBgn0036927"	""
"8280"	"FBgn0036928"	""
"8281"	"FBgn0036929"	""
"8282"	"FBgn0036931"	""
"8283"	"FBgn0036932"	""
"8284"	"FBgn0036934"	""
"8285"	"FBgn0036935"	""
"8286"	"FBgn0036936"	""
"8287"	"FBgn0036937"	""
"8288"	"FBgn0036938"	""
"8289"	"FBgn0036939"	""
"8290"	"FBgn0036940"	""
"8291"	"FBgn0036941"	""
"8292"	"FBgn0036942"	""
"8293"	"FBgn0036945"	""
"8294"	"FBgn0036947"	""
"8295"	"FBgn0036948"	""
"8296"	"FBgn0036949"	""
"8297"	"FBgn0036950"	""
"8298"	"FBgn0036951"	""
"8299"	"FBgn0036952"	""
"8300"	"FBgn0036953"	""
"8301"	"FBgn0036956"	""
"8302"	"FBgn0036958"	""
"8303"	"FBgn0036959"	""
"8304"	"FBgn0036962"	""
"8305"	"FBgn0036964"	""
"8306"	"FBgn0036967"	""
"8307"	"FBgn0036969"	""
"8308"	"FBgn0036970"	""
"8309"	"FBgn0036972"	""
"8310"	"FBgn0036973"	""
"8311"	"FBgn0036974"	""
"8312"	"FBgn0036975"	""
"8313"	"FBgn0036977"	""
"8314"	"FBgn0036978"	""
"8315"	"FBgn0036979"	""
"8316"	"FBgn0036980"	""
"8317"	"FBgn0036984"	""
"8318"	"FBgn0036985"	""
"8319"	"FBgn0036986"	""
"8320"	"FBgn0036987"	""
"8321"	"FBgn0036988"	""
"8322"	"FBgn0036990"	""
"8323"	"FBgn0036991"	""
"8324"	"FBgn0036992"	""
"8325"	"FBgn0036993"	""
"8326"	"FBgn0036994"	""
"8327"	"FBgn0036995"	""
"8328"	"FBgn0036996"	""
"8329"	"FBgn0036997"	""
"8330"	"FBgn0036998"	""
"8331"	"FBgn0036999"	""
"8332"	"FBgn0037000"	""
"8333"	"FBgn0037001"	""
"8334"	"FBgn0037003"	""
"8335"	"FBgn0037004"	""
"8336"	"FBgn0037005"	""
"8337"	"FBgn0037007"	""
"8338"	"FBgn0037008"	""
"8339"	"FBgn0037009"	""
"8340"	"FBgn0037010"	""
"8341"	"FBgn0037011"	""
"8342"	"FBgn0037012"	""
"8343"	"FBgn0037013"	""
"8344"	"FBgn0037014"	""
"8345"	"FBgn0037015"	""
"8346"	"FBgn0037016"	""
"8347"	"FBgn0037017"	""
"8348"	"FBgn0037018"	""
"8349"	"FBgn0037019"	""
"8350"	"FBgn0037020"	""
"8351"	"FBgn0037021"	""
"8352"	"FBgn0037022"	""
"8353"	"FBgn0037023"	""
"8354"	"FBgn0037024"	""
"8355"	"FBgn0037025"	""
"8356"	"FBgn0037026"	""
"8357"	"FBgn0037027"	""
"8358"	"FBgn0037028"	""
"8359"	"FBgn0037030"	""
"8360"	"FBgn0037031"	""
"8361"	"FBgn0037035"	""
"8362"	"FBgn0037036"	""
"8363"	"FBgn0037037"	""
"8364"	"FBgn0037038"	""
"8365"	"FBgn0037039"	""
"8366"	"FBgn0037040"	""
"8367"	"FBgn0037042"	""
"8368"	"FBgn0037044"	""
"8369"	"FBgn0037045"	""
"8370"	"FBgn0037046"	""
"8371"	"FBgn0037050"	""
"8372"	"FBgn0037051"	""
"8373"	"FBgn0037057"	""
"8374"	"FBgn0037059"	""
"8375"	"FBgn0037060"	""
"8376"	"FBgn0037061"	""
"8377"	"FBgn0037063"	""
"8378"	"FBgn0037064"	""
"8379"	"FBgn0037065"	""
"8380"	"FBgn0037067"	""
"8381"	"FBgn0037068"	""
"8382"	"FBgn0037069"	""
"8383"	"FBgn0037070"	""
"8384"	"FBgn0037071"	""
"8385"	"FBgn0037073"	""
"8386"	"FBgn0037074"	""
"8387"	"FBgn0037076"	""
"8388"	"FBgn0037078"	""
"8389"	"FBgn0037081"	""
"8390"	"FBgn0037082"	""
"8391"	"FBgn0037083"	""
"8392"	"FBgn0037084"	""
"8393"	"FBgn0037085"	""
"8394"	"FBgn0037086"	""
"8395"	"FBgn0037087"	""
"8396"	"FBgn0037090"	""
"8397"	"FBgn0037092"	""
"8398"	"FBgn0037093"	""
"8399"	"FBgn0037094"	""
"8400"	"FBgn0037098"	""
"8401"	"FBgn0037099"	""
"8402"	"FBgn0037100"	""
"8403"	"FBgn0037101"	""
"8404"	"FBgn0037102"	""
"8405"	"FBgn0037105"	""
"8406"	"FBgn0037106"	""
"8407"	"FBgn0037107"	""
"8408"	"FBgn0037108"	""
"8409"	"FBgn0037109"	""
"8410"	"FBgn0037110"	""
"8411"	"FBgn0037114"	""
"8412"	"FBgn0037115"	""
"8413"	"FBgn0037116"	""
"8414"	"FBgn0037117"	""
"8415"	"FBgn0037120"	""
"8416"	"FBgn0037121"	""
"8417"	"FBgn0037122"	""
"8418"	"FBgn0037123"	""
"8419"	"FBgn0037124"	""
"8420"	"FBgn0037125"	""
"8421"	"FBgn0037126"	""
"8422"	"FBgn0037127"	""
"8423"	"FBgn0037128"	""
"8424"	"FBgn0037129"	""
"8425"	"FBgn0037130"	""
"8426"	"FBgn0037131"	""
"8427"	"FBgn0037133"	""
"8428"	"FBgn0037134"	""
"8429"	"FBgn0037135"	""
"8430"	"FBgn0037137"	""
"8431"	"FBgn0037138"	""
"8432"	"FBgn0037139"	""
"8433"	"FBgn0037140"	""
"8434"	"FBgn0037141"	""
"8435"	"FBgn0037142"	""
"8436"	"FBgn0037143"	""
"8437"	"FBgn0037144"	""
"8438"	"FBgn0037146"	""
"8439"	"FBgn0037147"	""
"8440"	"FBgn0037149"	""
"8441"	"FBgn0037150"	""
"8442"	"FBgn0037151"	""
"8443"	"FBgn0037153"	""
"8444"	"FBgn0037156"	""
"8445"	"FBgn0037162"	""
"8446"	"FBgn0037163"	""
"8447"	"FBgn0037164"	""
"8448"	"FBgn0037165"	""
"8449"	"FBgn0037166"	""
"8450"	"FBgn0037167"	""
"8451"	"FBgn0037169"	""
"8452"	"FBgn0037170"	""
"8453"	"FBgn0037171"	""
"8454"	"FBgn0037172"	""
"8455"	"FBgn0037174"	""
"8456"	"FBgn0037175"	""
"8457"	"FBgn0037176"	""
"8458"	"FBgn0037177"	""
"8459"	"FBgn0037178"	""
"8460"	"FBgn0037179"	""
"8461"	"FBgn0037180"	""
"8462"	"FBgn0037181"	""
"8463"	"FBgn0037182"	""
"8464"	"FBgn0037183"	""
"8465"	"FBgn0037184"	""
"8466"	"FBgn0037185"	""
"8467"	"FBgn0037186"	""
"8468"	"FBgn0037188"	""
"8469"	"FBgn0037191"	""
"8470"	"FBgn0037195"	""
"8471"	"FBgn0037197"	""
"8472"	"FBgn0037199"	""
"8473"	"FBgn0037200"	""
"8474"	"FBgn0037202"	""
"8475"	"FBgn0037203"	""
"8476"	"FBgn0037204"	""
"8477"	"FBgn0037205"	""
"8478"	"FBgn0037206"	""
"8479"	"FBgn0037207"	""
"8480"	"FBgn0037213"	""
"8481"	"FBgn0037215"	""
"8482"	"FBgn0037217"	""
"8483"	"FBgn0037218"	""
"8484"	"FBgn0037220"	""
"8485"	"FBgn0037222"	""
"8486"	"FBgn0037223"	""
"8487"	"FBgn0037224"	""
"8488"	"FBgn0037225"	""
"8489"	"FBgn0037227"	""
"8490"	"FBgn0037228"	""
"8491"	"FBgn0037229"	""
"8492"	"FBgn0037230"	""
"8493"	"FBgn0037231"	""
"8494"	"FBgn0037232"	""
"8495"	"FBgn0037234"	""
"8496"	"FBgn0037235"	""
"8497"	"FBgn0037236"	""
"8498"	"FBgn0037238"	""
"8499"	"FBgn0037239"	""
"8500"	"FBgn0037240"	""
"8501"	"FBgn0037241"	""
"8502"	"FBgn0037242"	""
"8503"	"FBgn0037244"	""
"8504"	"FBgn0037248"	""
"8505"	"FBgn0037249"	""
"8506"	"FBgn0037250"	""
"8507"	"FBgn0037251"	""
"8508"	"FBgn0037252"	""
"8509"	"FBgn0037254"	""
"8510"	"FBgn0037255"	""
"8511"	"FBgn0037260"	""
"8512"	"FBgn0037261"	""
"8513"	"FBgn0037262"	""
"8514"	"FBgn0037263"	""
"8515"	"FBgn0037265"	""
"8516"	"FBgn0037270"	""
"8517"	"FBgn0037275"	""
"8518"	"FBgn0037276"	""
"8519"	"FBgn0037279"	""
"8520"	"FBgn0037280"	""
"8521"	"FBgn0037282"	""
"8522"	"FBgn0037283"	""
"8523"	"FBgn0037284"	""
"8524"	"FBgn0037288"	""
"8525"	"FBgn0037290"	""
"8526"	"FBgn0037291"	""
"8527"	"FBgn0037292"	""
"8528"	"FBgn0037293"	""
"8529"	"FBgn0037294"	""
"8530"	"FBgn0037295"	""
"8531"	"FBgn0037296"	""
"8532"	"FBgn0037297"	""
"8533"	"FBgn0037298"	""
"8534"	"FBgn0037299"	""
"8535"	"FBgn0037301"	""
"8536"	"FBgn0037304"	""
"8537"	"FBgn0037305"	""
"8538"	"FBgn0037307"	""
"8539"	"FBgn0037310"	""
"8540"	"FBgn0037312"	""
"8541"	"FBgn0037313"	""
"8542"	"FBgn0037315"	""
"8543"	"FBgn0037317"	""
"8544"	"FBgn0037320"	""
"8545"	"FBgn0037322"	""
"8546"	"FBgn0037323"	""
"8547"	"FBgn0037324"	""
"8548"	"FBgn0037325"	""
"8549"	"FBgn0037326"	""
"8550"	"FBgn0037327"	""
"8551"	"FBgn0037328"	""
"8552"	"FBgn0037329"	""
"8553"	"FBgn0037330"	""
"8554"	"FBgn0037332"	""
"8555"	"FBgn0037336"	""
"8556"	"FBgn0037338"	""
"8557"	"FBgn0037339"	""
"8558"	"FBgn0037340"	""
"8559"	"FBgn0037341"	""
"8560"	"FBgn0037342"	""
"8561"	"FBgn0037344"	""
"8562"	"FBgn0037345"	""
"8563"	"FBgn0037347"	""
"8564"	"FBgn0037350"	""
"8565"	"FBgn0037351"	""
"8566"	"FBgn0037354"	""
"8567"	"FBgn0037356"	""
"8568"	"FBgn0037358"	""
"8569"	"FBgn0037359"	""
"8570"	"FBgn0037360"	""
"8571"	"FBgn0037363"	""
"8572"	"FBgn0037364"	""
"8573"	"FBgn0037365"	""
"8574"	"FBgn0037368"	""
"8575"	"FBgn0037369"	""
"8576"	"FBgn0037370"	""
"8577"	"FBgn0037371"	""
"8578"	"FBgn0037372"	""
"8579"	"FBgn0037374"	""
"8580"	"FBgn0037375"	""
"8581"	"FBgn0037376"	""
"8582"	"FBgn0037377"	""
"8583"	"FBgn0037378"	""
"8584"	"FBgn0037379"	""
"8585"	"FBgn0037382"	""
"8586"	"FBgn0037383"	""
"8587"	"FBgn0037384"	""
"8588"	"FBgn0037385"	""
"8589"	"FBgn0037386"	""
"8590"	"FBgn0037387"	""
"8591"	"FBgn0037388"	""
"8592"	"FBgn0037389"	""
"8593"	"FBgn0037391"	""
"8594"	"FBgn0037395"	""
"8595"	"FBgn0037396"	""
"8596"	"FBgn0037397"	""
"8597"	"FBgn0037398"	""
"8598"	"FBgn0037399"	""
"8599"	"FBgn0037402"	""
"8600"	"FBgn0037405"	""
"8601"	"FBgn0037406"	""
"8602"	"FBgn0037408"	""
"8603"	"FBgn0037409"	""
"8604"	"FBgn0037410"	""
"8605"	"FBgn0037411"	""
"8606"	"FBgn0037412"	""
"8607"	"FBgn0037413"	""
"8608"	"FBgn0037414"	""
"8609"	"FBgn0037415"	""
"8610"	"FBgn0037416"	""
"8611"	"FBgn0037417"	""
"8612"	"FBgn0037418"	""
"8613"	"FBgn0037419"	""
"8614"	"FBgn0037420"	""
"8615"	"FBgn0037421"	""
"8616"	"FBgn0037422"	""
"8617"	"FBgn0037424"	""
"8618"	"FBgn0037427"	""
"8619"	"FBgn0037428"	""
"8620"	"FBgn0037429"	""
"8621"	"FBgn0037430"	""
"8622"	"FBgn0037431"	""
"8623"	"FBgn0037432"	""
"8624"	"FBgn0037433"	""
"8625"	"FBgn0037435"	""
"8626"	"FBgn0037436"	""
"8627"	"FBgn0037439"	""
"8628"	"FBgn0037440"	""
"8629"	"FBgn0037442"	""
"8630"	"FBgn0037443"	""
"8631"	"FBgn0037445"	""
"8632"	"FBgn0037446"	""
"8633"	"FBgn0037447"	""
"8634"	"FBgn0037448"	""
"8635"	"FBgn0037449"	""
"8636"	"FBgn0037454"	""
"8637"	"FBgn0037455"	""
"8638"	"FBgn0037456"	""
"8639"	"FBgn0037460"	""
"8640"	"FBgn0037461"	""
"8641"	"FBgn0037462"	""
"8642"	"FBgn0037463"	""
"8643"	"FBgn0037464"	""
"8644"	"FBgn0037465"	""
"8645"	"FBgn0037466"	""
"8646"	"FBgn0037467"	""
"8647"	"FBgn0037468"	""
"8648"	"FBgn0037469"	""
"8649"	"FBgn0037470"	""
"8650"	"FBgn0037472"	""
"8651"	"FBgn0037473"	""
"8652"	"FBgn0037475"	""
"8653"	"FBgn0037477"	""
"8654"	"FBgn0037478"	""
"8655"	"FBgn0037481"	""
"8656"	"FBgn0037482"	""
"8657"	"FBgn0037483"	""
"8658"	"FBgn0037485"	""
"8659"	"FBgn0037486"	""
"8660"	"FBgn0037487"	""
"8661"	"FBgn0037488"	""
"8662"	"FBgn0037489"	""
"8663"	"FBgn0037490"	""
"8664"	"FBgn0037491"	""
"8665"	"FBgn0037492"	""
"8666"	"FBgn0037493"	""
"8667"	"FBgn0037498"	""
"8668"	"FBgn0037500"	""
"8669"	"FBgn0037501"	""
"8670"	"FBgn0037502"	""
"8671"	"FBgn0037503"	""
"8672"	"FBgn0037504"	""
"8673"	"FBgn0037506"	""
"8674"	"FBgn0037512"	""
"8675"	"FBgn0037513"	""
"8676"	"FBgn0037514"	""
"8677"	"FBgn0037515"	""
"8678"	"FBgn0037516"	""
"8679"	"FBgn0037517"	""
"8680"	"FBgn0037518"	""
"8681"	"FBgn0037519"	""
"8682"	"FBgn0037520"	""
"8683"	"FBgn0037521"	""
"8684"	"FBgn0037525"	""
"8685"	"FBgn0037526"	""
"8686"	"FBgn0037529"	""
"8687"	"FBgn0037530"	""
"8688"	"FBgn0037531"	""
"8689"	"FBgn0037533"	""
"8690"	"FBgn0037534"	""
"8691"	"FBgn0037535"	""
"8692"	"FBgn0037536"	""
"8693"	"FBgn0037537"	""
"8694"	"FBgn0037538"	""
"8695"	"FBgn0037539"	""
"8696"	"FBgn0037540"	""
"8697"	"FBgn0037541"	""
"8698"	"FBgn0037543"	""
"8699"	"FBgn0037544"	""
"8700"	"FBgn0037546"	""
"8701"	"FBgn0037547"	""
"8702"	"FBgn0037548"	""
"8703"	"FBgn0037549"	""
"8704"	"FBgn0037550"	""
"8705"	"FBgn0037551"	""
"8706"	"FBgn0037552"	""
"8707"	"FBgn0037553"	""
"8708"	"FBgn0037554"	""
"8709"	"FBgn0037555"	""
"8710"	"FBgn0037556"	""
"8711"	"FBgn0037560"	""
"8712"	"FBgn0037561"	""
"8713"	"FBgn0037562"	""
"8714"	"FBgn0037563"	""
"8715"	"FBgn0037565"	""
"8716"	"FBgn0037566"	""
"8717"	"FBgn0037569"	""
"8718"	"FBgn0037570"	""
"8719"	"FBgn0037571"	""
"8720"	"FBgn0037572"	""
"8721"	"FBgn0037573"	""
"8722"	"FBgn0037574"	""
"8723"	"FBgn0037576"	""
"8724"	"FBgn0037577"	""
"8725"	"FBgn0037578"	""
"8726"	"FBgn0037579"	""
"8727"	"FBgn0037580"	""
"8728"	"FBgn0037581"	""
"8729"	"FBgn0037583"	""
"8730"	"FBgn0037584"	""
"8731"	"FBgn0037589"	""
"8732"	"FBgn0037590"	""
"8733"	"FBgn0037591"	""
"8734"	"FBgn0037592"	""
"8735"	"FBgn0037594"	""
"8736"	"FBgn0037601"	""
"8737"	"FBgn0037602"	""
"8738"	"FBgn0037603"	""
"8739"	"FBgn0037606"	""
"8740"	"FBgn0037607"	""
"8741"	"FBgn0037608"	""
"8742"	"FBgn0037609"	""
"8743"	"FBgn0037610"	""
"8744"	"FBgn0037611"	""
"8745"	"FBgn0037612"	""
"8746"	"FBgn0037613"	""
"8747"	"FBgn0037614"	""
"8748"	"FBgn0037615"	""
"8749"	"FBgn0037616"	""
"8750"	"FBgn0037617"	""
"8751"	"FBgn0037618"	""
"8752"	"FBgn0037619"	""
"8753"	"FBgn0037620"	""
"8754"	"FBgn0037621"	""
"8755"	"FBgn0037622"	""
"8756"	"FBgn0037623"	""
"8757"	"FBgn0037624"	""
"8758"	"FBgn0037625"	""
"8759"	"FBgn0037626"	""
"8760"	"FBgn0037627"	""
"8761"	"FBgn0037630"	""
"8762"	"FBgn0037632"	""
"8763"	"FBgn0037633"	""
"8764"	"FBgn0037634"	""
"8765"	"FBgn0037635"	""
"8766"	"FBgn0037636"	""
"8767"	"FBgn0037637"	""
"8768"	"FBgn0037638"	""
"8769"	"FBgn0037643"	""
"8770"	"FBgn0037644"	""
"8771"	"FBgn0037645"	""
"8772"	"FBgn0037646"	""
"8773"	"FBgn0037647"	""
"8774"	"FBgn0037648"	""
"8775"	"FBgn0037650"	""
"8776"	"FBgn0037652"	""
"8777"	"FBgn0037653"	""
"8778"	"FBgn0037654"	""
"8779"	"FBgn0037655"	""
"8780"	"FBgn0037656"	""
"8781"	"FBgn0037657"	""
"8782"	"FBgn0037659"	""
"8783"	"FBgn0037660"	""
"8784"	"FBgn0037661"	""
"8785"	"FBgn0037662"	""
"8786"	"FBgn0037664"	""
"8787"	"FBgn0037665"	""
"8788"	"FBgn0037666"	""
"8789"	"FBgn0037667"	""
"8790"	"FBgn0037668"	""
"8791"	"FBgn0037669"	""
"8792"	"FBgn0037670"	""
"8793"	"FBgn0037671"	""
"8794"	"FBgn0037672"	""
"8795"	"FBgn0037675"	""
"8796"	"FBgn0037676"	""
"8797"	"FBgn0037677"	""
"8798"	"FBgn0037678"	""
"8799"	"FBgn0037679"	""
"8800"	"FBgn0037680"	""
"8801"	"FBgn0037683"	""
"8802"	"FBgn0037684"	""
"8803"	"FBgn0037685"	""
"8804"	"FBgn0037686"	""
"8805"	"FBgn0037687"	""
"8806"	"FBgn0037688"	""
"8807"	"FBgn0037689"	""
"8808"	"FBgn0037690"	""
"8809"	"FBgn0037696"	""
"8810"	"FBgn0037697"	""
"8811"	"FBgn0037698"	""
"8812"	"FBgn0037700"	""
"8813"	"FBgn0037702"	""
"8814"	"FBgn0037703"	""
"8815"	"FBgn0037705"	""
"8816"	"FBgn0037707"	""
"8817"	"FBgn0037708"	""
"8818"	"FBgn0037709"	""
"8819"	"FBgn0037710"	""
"8820"	"FBgn0037712"	""
"8821"	"FBgn0037713"	""
"8822"	"FBgn0037714"	""
"8823"	"FBgn0037715"	""
"8824"	"FBgn0037716"	""
"8825"	"FBgn0037717"	""
"8826"	"FBgn0037718"	""
"8827"	"FBgn0037719"	""
"8828"	"FBgn0037720"	""
"8829"	"FBgn0037721"	""
"8830"	"FBgn0037722"	""
"8831"	"FBgn0037723"	""
"8832"	"FBgn0037724"	""
"8833"	"FBgn0037726"	""
"8834"	"FBgn0037727"	""
"8835"	"FBgn0037728"	""
"8836"	"FBgn0037730"	""
"8837"	"FBgn0037731"	""
"8838"	"FBgn0037734"	""
"8839"	"FBgn0037736"	""
"8840"	"FBgn0037737"	""
"8841"	"FBgn0037739"	""
"8842"	"FBgn0037741"	""
"8843"	"FBgn0037742"	""
"8844"	"FBgn0037743"	""
"8845"	"FBgn0037744"	""
"8846"	"FBgn0037746"	""
"8847"	"FBgn0037747"	""
"8848"	"FBgn0037749"	""
"8849"	"FBgn0037750"	""
"8850"	"FBgn0037751"	""
"8851"	"FBgn0037753"	""
"8852"	"FBgn0037754"	""
"8853"	"FBgn0037755"	""
"8854"	"FBgn0037756"	""
"8855"	"FBgn0037757"	""
"8856"	"FBgn0037758"	""
"8857"	"FBgn0037759"	""
"8858"	"FBgn0037760"	""
"8859"	"FBgn0037761"	""
"8860"	"FBgn0037762"	""
"8861"	"FBgn0037763"	""
"8862"	"FBgn0037764"	""
"8863"	"FBgn0037765"	""
"8864"	"FBgn0037766"	""
"8865"	"FBgn0037770"	""
"8866"	"FBgn0037772"	""
"8867"	"FBgn0037773"	""
"8868"	"FBgn0037777"	""
"8869"	"FBgn0037778"	""
"8870"	"FBgn0037779"	""
"8871"	"FBgn0037780"	""
"8872"	"FBgn0037781"	""
"8873"	"FBgn0037782"	""
"8874"	"FBgn0037783"	""
"8875"	"FBgn0037786"	""
"8876"	"FBgn0037788"	""
"8877"	"FBgn0037792"	""
"8878"	"FBgn0037794"	""
"8879"	"FBgn0037796"	""
"8880"	"FBgn0037797"	""
"8881"	"FBgn0037798"	""
"8882"	"FBgn0037801"	""
"8883"	"FBgn0037802"	""
"8884"	"FBgn0037807"	""
"8885"	"FBgn0037809"	""
"8886"	"FBgn0037810"	""
"8887"	"FBgn0037811"	""
"8888"	"FBgn0037812"	""
"8889"	"FBgn0037814"	""
"8890"	"FBgn0037815"	""
"8891"	"FBgn0037816"	""
"8892"	"FBgn0037817"	""
"8893"	"FBgn0037818"	""
"8894"	"FBgn0037819"	""
"8895"	"FBgn0037822"	""
"8896"	"FBgn0037824"	""
"8897"	"FBgn0037826"	""
"8898"	"FBgn0037827"	""
"8899"	"FBgn0037828"	""
"8900"	"FBgn0037829"	""
"8901"	"FBgn0037831"	""
"8902"	"FBgn0037832"	""
"8903"	"FBgn0037834"	""
"8904"	"FBgn0037835"	""
"8905"	"FBgn0037836"	""
"8906"	"FBgn0037837"	""
"8907"	"FBgn0037838"	""
"8908"	"FBgn0037841"	""
"8909"	"FBgn0037842"	""
"8910"	"FBgn0037843"	""
"8911"	"FBgn0037844"	""
"8912"	"FBgn0037845"	""
"8913"	"FBgn0037846"	""
"8914"	"FBgn0037848"	""
"8915"	"FBgn0037849"	""
"8916"	"FBgn0037850"	""
"8917"	"FBgn0037852"	""
"8918"	"FBgn0037853"	""
"8919"	"FBgn0037855"	""
"8920"	"FBgn0037856"	""
"8921"	"FBgn0037857"	""
"8922"	"FBgn0037860"	""
"8923"	"FBgn0037862"	""
"8924"	"FBgn0037870"	""
"8925"	"FBgn0037873"	""
"8926"	"FBgn0037874"	""
"8927"	"FBgn0037875"	""
"8928"	"FBgn0037876"	""
"8929"	"FBgn0037877"	""
"8930"	"FBgn0037878"	""
"8931"	"FBgn0037879"	""
"8932"	"FBgn0037880"	""
"8933"	"FBgn0037881"	""
"8934"	"FBgn0037882"	""
"8935"	"FBgn0037883"	""
"8936"	"FBgn0037884"	""
"8937"	"FBgn0037885"	""
"8938"	"FBgn0037888"	""
"8939"	"FBgn0037889"	""
"8940"	"FBgn0037890"	""
"8941"	"FBgn0037891"	""
"8942"	"FBgn0037892"	""
"8943"	"FBgn0037894"	""
"8944"	"FBgn0037895"	""
"8945"	"FBgn0037896"	""
"8946"	"FBgn0037897"	""
"8947"	"FBgn0037898"	""
"8948"	"FBgn0037899"	""
"8949"	"FBgn0037900"	""
"8950"	"FBgn0037901"	""
"8951"	"FBgn0037902"	""
"8952"	"FBgn0037906"	""
"8953"	"FBgn0037908"	""
"8954"	"FBgn0037910"	""
"8955"	"FBgn0037911"	""
"8956"	"FBgn0037912"	""
"8957"	"FBgn0037913"	""
"8958"	"FBgn0037915"	""
"8959"	"FBgn0037916"	""
"8960"	"FBgn0037917"	""
"8961"	"FBgn0037918"	""
"8962"	"FBgn0037920"	""
"8963"	"FBgn0037921"	""
"8964"	"FBgn0037922"	""
"8965"	"FBgn0037923"	""
"8966"	"FBgn0037924"	""
"8967"	"FBgn0037926"	""
